Variable	Year	Month	Value	Unit	Source	State	County	Country
Rainfall	2015	7	141.79	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2015	8	129.96	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2015	9	161.96	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2015	10	86.63	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2015	11	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2015	12	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2016	1	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2016	2	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2016	3	2.57	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2016	4	20.34	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2016	5	72.04	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2016	6	160.21	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2016	7	144.45	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2016	8	156.9	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2016	9	139.4	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2016	10	65.17	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2016	11	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2016	12	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2017	1	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2017	2	3.64	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2017	3	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2017	4	26.5	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2016	1	0.0	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2016	2	0.0	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2016	3	0.0	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2016	4	63.45	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2016	5	125.93	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2016	6	103.65	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2016	7	200.67	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2016	8	475.6	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2016	9	177.23	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2016	10	83.33	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2016	11	0.0	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2016	12	0.0	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2017	1	0.0	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2017	2	0.0	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2017	3	0.1	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2017	4	58.0	millimeters	CliMIS	Warrap		South Sudan
Rainfall	2016	1	0.0	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2016	2	0.0	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2016	3	24.8	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2016	4	8.0	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2016	5	61.5	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2016	6	238.3	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2016	7	197.45	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2016	8	232.64	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2016	9	106.43	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2016	10	147.11	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2016	11	0.0	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2016	12	0.0	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2017	1	0.0	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2017	2	0.0	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2017	3	4.55	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2017	4	44.3	millimeters	CliMIS	Western Bahr El Ghazal		South Sudan
Rainfall	2014	1	6.6	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2014	2	20.32	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2014	3	70.77	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2014	4	144.3	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2014	5	209.21	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2014	6	200.15	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2014	7	229.72	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2014	8	283.12	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2014	9	211.95	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2014	10	424.9	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2014	11	139.0	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2014	12	0.0	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2015	1	0.24	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2015	2	32.26	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2015	3	102.94	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2015	4	89.66	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2015	5	114.98	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2015	6	146.39	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2015	7	160.51	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2015	8	169.49	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2015	9	98.69	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2015	10	268.24	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2015	11	45.13	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2015	12	0.0	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2016	1	6.26	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2016	2	8.72	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2016	3	105.95	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2016	4	155.06	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2016	5	186.92	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2016	6	219.28	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2016	7	225.46	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2016	8	214.49	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2016	9	193.39	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2016	10	171.39	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2016	11	51.4	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2016	12	20.45	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2017	1	0.0	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2017	2	4.03	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2017	3	58.85	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2017	4	146.87	millimeters	CliMIS	Western Equatoria		South Sudan
Rainfall	2017	2	42.7	millimeters	CliMIS	Central Equatoria	Juba	South Sudan
Rainfall	2017	4	23.0	millimeters	CliMIS	Central Equatoria	Juba	South Sudan
Rainfall	2017	2	0.6	millimeters	CliMIS	Central Equatoria	Kajo Keji	South Sudan
Rainfall	2017	1	0.5	millimeters	CliMIS	Central Equatoria	Lainya	South Sudan
Rainfall	2017	2	9.0	millimeters	CliMIS	Central Equatoria	Lainya	South Sudan
Rainfall	2017	3	16.2	millimeters	CliMIS	Central Equatoria	Lainya	South Sudan
Rainfall	2017	2	23.4	millimeters	CliMIS	Central Equatoria	Yei	South Sudan
Rainfall	2017	3	18.9	millimeters	CliMIS	Central Equatoria	Yei	South Sudan
Rainfall	2017	4	96.0	millimeters	CliMIS	Central Equatoria	Yei	South Sudan
Rainfall	2017	4	38.1	millimeters	CliMIS	Eastern Equatoria	Ikotos	South Sudan
Rainfall	2017	2	73.5	millimeters	CliMIS	Eastern Equatoria	Kapoeta East	South Sudan
Rainfall	2017	4	37.1	millimeters	CliMIS	Eastern Equatoria	Kapoeta East	South Sudan
Rainfall	2017	3	8.0	millimeters	CliMIS	Eastern Equatoria	Kapoeta North	South Sudan
Rainfall	2017	2	97.4	millimeters	CliMIS	Eastern Equatoria	Kapoeta South	South Sudan
Rainfall	2017	3	32.3	millimeters	CliMIS	Eastern Equatoria	Kapoeta South	South Sudan
Rainfall	2017	4	50.1	millimeters	CliMIS	Eastern Equatoria	Kapoeta South	South Sudan
Rainfall	2017	2	25.6	millimeters	CliMIS	Eastern Equatoria	Lafon	South Sudan
Rainfall	2017	3	3.4	millimeters	CliMIS	Eastern Equatoria	Lafon	South Sudan
Rainfall	2017	2	32.5	millimeters	CliMIS	Eastern Equatoria	Magwi	South Sudan
Rainfall	2017	3	56.4	millimeters	CliMIS	Eastern Equatoria	Magwi	South Sudan
Rainfall	2017	2	42.8	millimeters	CliMIS	Eastern Equatoria	Torit	South Sudan
Rainfall	2017	3	48.9	millimeters	CliMIS	Eastern Equatoria	Torit	South Sudan
Rainfall	2017	4	82.05	millimeters	CliMIS	Eastern Equatoria	Torit	South Sudan
Rainfall	2017	4	93.0	millimeters	CliMIS	Lakes	Cueibet	South Sudan
Rainfall	2017	4	41.4	millimeters	CliMIS	Lakes	Rumbek Centre	South Sudan
Rainfall	2017	3	0.6	millimeters	CliMIS	Lakes	Rumbek East	South Sudan
Rainfall	2017	3	2.7	millimeters	CliMIS	Lakes	Wulu	South Sudan
Rainfall	2017	4	47.1	millimeters	CliMIS	Lakes	Wulu	South Sudan
Rainfall	2017	4	10.0	millimeters	CliMIS	Lakes	Yirol West	South Sudan
Rainfall	2017	4	22.15	millimeters	CliMIS	Northern Bahr El Ghazal	Aweil Centre	South Sudan
Rainfall	2017	2	25.5	millimeters	CliMIS	Northern Bahr El Ghazal	Aweil East	South Sudan
Rainfall	2017	4	20.55	millimeters	CliMIS	Northern Bahr El Ghazal	Aweil East	South Sudan
Rainfall	2017	4	61.3	millimeters	CliMIS	Northern Bahr El Ghazal	Aweil North	South Sudan
Rainfall	2017	4	2.4	millimeters	CliMIS	Northern Bahr El Ghazal	Aweil South	South Sudan
Rainfall	2017	4	36.4	millimeters	CliMIS	Northern Bahr El Ghazal	Aweil West	South Sudan
Rainfall	2017	3	0.1	millimeters	CliMIS	Warrap	Tonj South	South Sudan
Rainfall	2017	4	58.0	millimeters	CliMIS	Warrap	Tonj South	South Sudan
Rainfall	2017	4	25.9	millimeters	CliMIS	Western Bahr El Ghazal	Jur River	South Sudan
Rainfall	2017	3	5.2	millimeters	CliMIS	Western Bahr El Ghazal	Raga	South Sudan
Rainfall	2017	4	62.7	millimeters	CliMIS	Western Bahr El Ghazal	Raga	South Sudan
Rainfall	2017	3	3.9	millimeters	CliMIS	Western Bahr El Ghazal	Wau	South Sudan
Rainfall	2017	2	25.0	millimeters	CliMIS	Western Equatoria	Ezo	South Sudan
Rainfall	2017	3	110.2	millimeters	CliMIS	Western Equatoria	Ezo	South Sudan
Rainfall	2017	4	205.0	millimeters	CliMIS	Western Equatoria	Ezo	South Sudan
Rainfall	2017	3	34.43	millimeters	CliMIS	Western Equatoria	Ibba	South Sudan
Rainfall	2017	4	129.2	millimeters	CliMIS	Western Equatoria	Ibba	South Sudan
Rainfall	2017	3	9.8	millimeters	CliMIS	Western Equatoria	Maridi	South Sudan
Rainfall	2017	3	18.0	millimeters	CliMIS	Western Equatoria	Mundri West	South Sudan
Rainfall	2017	4	121.5	millimeters	CliMIS	Western Equatoria	Mundri West	South Sudan
Rainfall	2017	2	8.1	millimeters	CliMIS	Western Equatoria	Nzara	South Sudan
Rainfall	2017	3	100.9	millimeters	CliMIS	Western Equatoria	Nzara	South Sudan
Rainfall	2017	3	40.6	millimeters	CliMIS	Western Equatoria	Tambura	South Sudan
Rainfall	2017	4	105.0	millimeters	CliMIS	Western Equatoria	Tambura	South Sudan
Rainfall	2017	2	3.2	millimeters	CliMIS	Western Equatoria	Yambio	South Sudan
Rainfall	2017	3	131.0	millimeters	CliMIS	Western Equatoria	Yambio	South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2017	4	205218.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2017	4	205218.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2017	3	205218.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2017	3	205218.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2017	2	205218.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2017	2	205218.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2017	1	205218.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2017	1	205218.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	12	251302.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	12	251302.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	11	251302.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	11	251302.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	10	251302.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	10	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	9	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	9	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	8	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	8	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	7	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	7	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	6	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	6	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	5	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	5	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	4	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	3	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	3	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	2	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	2	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	1	161958.0		UNICEF			South Sudan
Number of children aged 6 to 59 months with severe acute malnutrition admitted for treatment	2016	1	161958.0		UNICEF			South Sudan
Inflation Rate	2013	9	1.2	%	ieconomics.com			South Sudan
Inflation Rate	2013	10	-14.0	%	ieconomics.com			South Sudan
Inflation Rate	2013	11	-8.8	%	ieconomics.com			South Sudan
Inflation Rate	2013	12	16.0	%	ieconomics.com			South Sudan
Inflation Rate	2014	1	-2.9	%	ieconomics.com			South Sudan
Inflation Rate	2014	2	0.4	%	ieconomics.com			South Sudan
Inflation Rate	2014	3	-1.2	%	ieconomics.com			South Sudan
Inflation Rate	2014	4	-3.0	%	ieconomics.com			South Sudan
Inflation Rate	2014	5	0.6	%	ieconomics.com			South Sudan
Inflation Rate	2014	6	2.6	%	ieconomics.com			South Sudan
Inflation Rate	2014	7	8.7	%	ieconomics.com			South Sudan
Inflation Rate	2014	8	0.3	%	ieconomics.com			South Sudan
Inflation Rate	2014	9	-5.1	%	ieconomics.com			South Sudan
Inflation Rate	2014	10	20.1	%	ieconomics.com			South Sudan
Inflation Rate	2014	11	9.9	%	ieconomics.com			South Sudan
Inflation Rate	2014	12	-0.75	%	ieconomics.com			South Sudan
Inflation Rate	2015	1	8.5	%	ieconomics.com			South Sudan
Inflation Rate	2015	2	13.7	%	ieconomics.com			South Sudan
Inflation Rate	2015	3	23.1	%	ieconomics.com			South Sudan
Inflation Rate	2015	4	38.4	%	ieconomics.com			South Sudan
Inflation Rate	2015	5	61.2	%	ieconomics.com			South Sudan
Inflation Rate	2015	6	51.9	%	ieconomics.com			South Sudan
Inflation Rate	2015	7	58.7	%	ieconomics.com			South Sudan
Inflation Rate	2015	8	91.3	%	ieconomics.com			South Sudan
Inflation Rate	2015	9	95.7	%	ieconomics.com			South Sudan
Inflation Rate	2015	10	73.6	%	ieconomics.com			South Sudan
Inflation Rate	2015	11	109.9	%	ieconomics.com			South Sudan
Inflation Rate	2015	12	165.0	%	ieconomics.com			South Sudan
